,date,value
2898,07-2008,23
2899,07-2008,36
2900,07-2008,13
2901,07-2008,14
2902,08-2008,11
2903,08-2008,21
2904,08-2008,19
2905,08-2008,14
2906,08-2008,10
2907,08-2008,9
2908,08-2008,18
2909,08-2008,12
2910,08-2008,8
2911,08-2008,15
2912,08-2008,18
2913,08-2008,11
2914,08-2008,20
2915,08-2008,25
2916,08-2008,15
2917,08-2008,11
2918,08-2008,19
2919,08-2008,21
2920,08-2008,10
2921,08-2008,10
2922,08-2008,12
2923,08-2008,10
2924,08-2008,15
2925,08-2008,7
2926,08-2008,12
2927,08-2008,21
2928,08-2008,9
2929,08-2008,5
2930,08-2008,7
2931,08-2008,5
2932,08-2008,4
2933,09-2008,12
2934,09-2008,5
2935,09-2008,8
2936,09-2008,6
2937,09-2008,4
2938,09-2008,5
2939,09-2008,7
2940,09-2008,5
2941,09-2008,8
2942,09-2008,10
2943,09-2008,13
2944,09-2008,3
2945,09-2008,10
2946,09-2008,4
2947,09-2008,9
2948,09-2008,5
2949,09-2008,7
2950,09-2008,7
2951,09-2008,13
2952,09-2008,8
2953,09-2008,16
2954,09-2008,16
2955,09-2008,3
2956,09-2008,5
2957,09-2008,9
2958,09-2008,10
2959,09-2008,6
2960,09-2008,22
2961,09-2008,6
2962,09-2008,7
2963,10-2008,5
2964,10-2008,8
2965,10-2008,8
2966,10-2008,6
2967,10-2008,5
2968,10-2008,7
2969,10-2008,5
2970,10-2008,6
2971,10-2008,7
2972,10-2008,6
2973,10-2008,12
2974,10-2008,7
2975,10-2008,5
2976,10-2008,4
2977,10-2008,9
2978,10-2008,10
2979,10-2008,8
2980,10-2008,11
2981,10-2008,21
2982,10-2008,10
2983,10-2008,12
2984,10-2008,13
2985,10-2008,17
2986,10-2008,4
2987,10-2008,13
2988,10-2008,12
2989,10-2008,13
2990,10-2008,11
2991,10-2008,23
2992,10-2008,17
2993,10-2008,8
2994,11-2008,10
2995,11-2008,19
2996,11-2008,13
2997,11-2008,23
2998,11-2008,9
2999,11-2008,11
3000,11-2008,6
3001,11-2008,7
3002,11-2008,21
3003,11-2008,16
3004,11-2008,15
3005,11-2008,14
3006,11-2008,13
3007,11-2008,14
3008,11-2008,12
3009,11-2008,13
3010,11-2008,15
3011,11-2008,10
3012,11-2008,7
3013,11-2008,22
3014,11-2008,17
3015,11-2008,17
3016,11-2008,13
3017,11-2008,11
3018,11-2008,12
3019,11-2008,18
3020,11-2008,15
3021,11-2008,9
3022,11-2008,6
3023,11-2008,10
3024,12-2008,18
3025,12-2008,11
3026,12-2008,16
3027,12-2008,18
3028,12-2008,10
3029,12-2008,15
3030,12-2008,7
3031,12-2008,8
3032,12-2008,8
3033,12-2008,10
3034,12-2008,18
3035,12-2008,7
3036,12-2008,19
3037,12-2008,18
3038,12-2008,10
3039,12-2008,18
3040,12-2008,10
3041,12-2008,13
3042,12-2008,13
3043,12-2008,14
3044,12-2008,11
3045,12-2008,13
3046,12-2008,13
3047,12-2008,16
3048,12-2008,21
3049,12-2008,11
3050,12-2008,12
3051,12-2008,26
3052,12-2008,12
3053,12-2008,12
3054,12-2008,13
3055,01-2009,18
3056,01-2009,12
3057,01-2009,13
3058,01-2009,20
3059,01-2009,19
3060,01-2009,13
3061,01-2009,19
3062,01-2009,11
3063,01-2009,17
3064,01-2009,13
3065,01-2009,10
3066,01-2009,13
3067,01-2009,9
3068,01-2009,12
3069,01-2009,9
3070,01-2009,20
3071,01-2009,16
3072,01-2009,13
3073,01-2009,10
3074,01-2009,9
3075,01-2009,10
3076,01-2009,10
3077,01-2009,7
3078,01-2009,12
3079,01-2009,9
3080,01-2009,15
3081,01-2009,21
3082,01-2009,6
3083,01-2009,9
3084,01-2009,7
3085,01-2009,13
3086,02-2009,8
3087,02-2009,8
3088,02-2009,17
3089,02-2009,13
3090,02-2009,11
3091,02-2009,10
3092,02-2009,6
3093,02-2009,9
3094,02-2009,16
3095,02-2009,7
3096,02-2009,25
3097,02-2009,23
3098,02-2009,14
3099,02-2009,8
3100,02-2009,16
3101,02-2009,16
3102,02-2009,19
3103,02-2009,14
3104,02-2009,16
3105,02-2009,8
3106,02-2009,6
3107,02-2009,14
3108,02-2009,12
3109,02-2009,7
3110,02-2009,5
3111,02-2009,11
3112,02-2009,5
3113,02-2009,9
3114,03-2009,6
3115,03-2009,8
3116,03-2009,12
3117,03-2009,17
3118,03-2009,9
3119,03-2009,8
3120,03-2009,12
3121,03-2009,8
3122,03-2009,14
3123,03-2009,11
3124,03-2009,11
3125,03-2009,11
3126,03-2009,9
3127,03-2009,14
3128,03-2009,18
3129,03-2009,13
3130,03-2009,11
3131,03-2009,20
3132,03-2009,12
3133,03-2009,5
3134,03-2009,4
3135,03-2009,12
3136,03-2009,11
3137,03-2009,12
3138,03-2009,25
3139,03-2009,17
3140,03-2009,7
3141,03-2009,9
3142,03-2009,17
3143,03-2009,19
3144,03-2009,32
3145,04-2009,13
3146,04-2009,10
3147,04-2009,11
3148,04-2009,11
3149,04-2009,8
3150,04-2009,19
3151,04-2009,8
3152,04-2009,16
3153,04-2009,16
3154,04-2009,18
3155,04-2009,7
3156,04-2009,12
3157,04-2009,16
3158,04-2009,9
3159,04-2009,17
3160,04-2009,19
3161,04-2009,10
3162,04-2009,7
3163,04-2009,16
3164,04-2009,20
3165,04-2009,13
3166,04-2009,8
3167,04-2009,18
3168,04-2009,11
3169,04-2009,14
3170,04-2009,15
3171,04-2009,16
3172,04-2009,8
3173,04-2009,19
3174,04-2009,14
3175,05-2009,9
3176,05-2009,11
3177,05-2009,12
3178,05-2009,14
3179,05-2009,17
3180,05-2009,10
3181,05-2009,7
3182,05-2009,8
3183,05-2009,15
3184,05-2009,12
3185,05-2009,23
3186,05-2009,15
3187,05-2009,22
3188,05-2009,16
3189,05-2009,8
3190,05-2009,17
3191,05-2009,16
3192,05-2009,8
3193,05-2009,19
3194,05-2009,12
3195,05-2009,9
3196,05-2009,7
3197,05-2009,10
3198,05-2009,11
3199,05-2009,6
3200,05-2009,12
3201,05-2009,13
3202,05-2009,19
3203,05-2009,24
3204,05-2009,11
3205,05-2009,9
3206,06-2009,20
3207,06-2009,8
3208,06-2009,19
3209,06-2009,13
3210,06-2009,19
3211,06-2009,9
3212,06-2009,16
3213,06-2009,22
3214,06-2009,15
3215,06-2009,12
3216,06-2009,11
3217,06-2009,15
3218,06-2009,12
3219,06-2009,11
3220,06-2009,19
3221,06-2009,7
3222,06-2009,20
3223,06-2009,13
3224,06-2009,14
3225,06-2009,16
3226,06-2009,10
3227,06-2009,20
3228,06-2009,14
3229,06-2009,14
3230,06-2009,14
3231,06-2009,12
3232,06-2009,9
3233,06-2009,11
3234,06-2009,7
3235,06-2009,13
3236,07-2009,12
3237,07-2009,13
3238,07-2009,12
3239,07-2009,13
3240,07-2009,13
3241,07-2009,15
3242,07-2009,18
3243,07-2009,13
3244,07-2009,16
3245,07-2009,13
3246,07-2009,15
3247,07-2009,14
3248,07-2009,15
3249,07-2009,9
3250,07-2009,16
3251,07-2009,12
3252,07-2009,23
3253,07-2009,12
3254,07-2009,9
3255,07-2009,17
3256,07-2009,19
3257,07-2009,20
3258,07-2009,10
3259,07-2009,6
3260,07-2009,8
3261,07-2009,13
3262,07-2009,22
3263,07-2009,24
3264,07-2009,16
3265,07-2009,17
3266,07-2009,8
3267,08-2009,15
3268,08-2009,11
3269,08-2009,5
3270,08-2009,10
3271,08-2009,13
3272,08-2009,11
3273,08-2009,9
3274,08-2009,10
3275,08-2009,15
3276,08-2009,20
3277,08-2009,18
3278,08-2009,19
3279,08-2009,14
3280,08-2009,13
3281,08-2009,12
3282,08-2009,9
3283,08-2009,11
3284,08-2009,9
3285,08-2009,11
3286,08-2009,30
3287,08-2009,13
3288,08-2009,9
3289,08-2009,7
3290,08-2009,14
3291,08-2009,22
3292,08-2009,23
3293,08-2009,9
3294,08-2009,5
3295,08-2009,11
3296,08-2009,7
3297,08-2009,3
3298,09-2009,10
3299,09-2009,14
3300,09-2009,18
3301,09-2009,7
3302,09-2009,6
3303,09-2009,17
3304,09-2009,15
3305,09-2009,11
3306,09-2009,21
3307,09-2009,21
3308,09-2009,8
3309,09-2009,12
3310,09-2009,9
3311,09-2009,6
3312,09-2009,11
3313,09-2009,17
3314,09-2009,16
3315,09-2009,15
3316,09-2009,5
3317,09-2009,3
3318,09-2009,4
3319,09-2009,4
3320,09-2009,7
3321,09-2009,5
3322,09-2009,6
3323,09-2009,7
3324,09-2009,8
3325,09-2009,14
3326,09-2009,16
3327,09-2009,14
3328,10-2009,12
3329,10-2009,14
3330,10-2009,12
3331,10-2009,10
3332,10-2009,15
3333,10-2009,11
3334,10-2009,10
3335,10-2009,15
3336,10-2009,10
3337,10-2009,4
3338,10-2009,13
3339,10-2009,29
3340,10-2009,26
3341,10-2009,10
3342,10-2009,14
3343,10-2009,8
3344,10-2009,8
3345,10-2009,14
3346,10-2009,14
3347,10-2009,11
3348,10-2009,18
3349,10-2009,13
3350,10-2009,8
3351,10-2009,6
3352,10-2009,10
3353,10-2009,5
3354,10-2009,17
3355,10-2009,22
3356,10-2009,14
3357,10-2009,17
3358,10-2009,19
3359,11-2009,10
3360,11-2009,9
3361,11-2009,12
3362,11-2009,10
3363,11-2009,20
3364,11-2009,6
3365,11-2009,8
3366,11-2009,9
3367,11-2009,8
3368,11-2009,14
3369,11-2009,17
3370,11-2009,10
3371,11-2009,16
3372,11-2009,8
3373,11-2009,11
3374,11-2009,16
3375,11-2009,11
3376,11-2009,12
3377,11-2009,12
3378,11-2009,11
3379,11-2009,7
3380,11-2009,15
3381,11-2009,17
3382,11-2009,13
3383,11-2009,8
3384,11-2009,13
3385,11-2009,5
3386,11-2009,4
3387,11-2009,8
3388,11-2009,9
3389,12-2009,12
3390,12-2009,5
3391,12-2009,8
3392,12-2009,12
3393,12-2009,4
3394,12-2009,7
3395,12-2009,14
3396,12-2009,14
3397,12-2009,6
3398,12-2009,8
3399,12-2009,7
3400,12-2009,3
3401,12-2009,11
3402,12-2009,11
3403,12-2009,18
3404,12-2009,16
3405,12-2009,12
3406,12-2009,6
3407,12-2009,5
3408,12-2009,7
3409,12-2009,16
3410,12-2009,11
3411,12-2009,25
3412,12-2009,20
3413,12-2009,15
3414,12-2009,16
3415,12-2009,11
3416,12-2009,7
3417,12-2009,5
3418,12-2009,10
3419,12-2009,2
3420,01-2010,8
3421,01-2010,1
3422,01-2010,3
3423,01-2010,4
3424,01-2010,2
3425,01-2010,2
3426,01-2010,4
3427,01-2010,3
3428,01-2010,4
3429,01-2010,8
3430,01-2010,5
3431,01-2010,5
3432,01-2010,6
3433,01-2010,10
3434,01-2010,5
3435,01-2010,8
3436,01-2010,10
3437,01-2010,23
3438,01-2010,13
3439,01-2010,6
3440,01-2010,10
3441,01-2010,10
3442,01-2010,11
3443,01-2010,12
3444,01-2010,18
3445,01-2010,8
3446,01-2010,16
3447,01-2010,14
3448,01-2010,15
3449,01-2010,7
3450,01-2010,8
3451,02-2010,16
3452,02-2010,17
3453,02-2010,14
3454,02-2010,8
3455,02-2010,14
3456,02-2010,13
3457,02-2010,13
3458,02-2010,17
3459,02-2010,12
3460,02-2010,20
3461,02-2010,9
3462,02-2010,8
3463,02-2010,19
3464,02-2010,17
3465,02-2010,19
3466,02-2010,9
3467,02-2010,14
3468,02-2010,13
3469,02-2010,18
3470,02-2010,7
3471,02-2010,22
3472,02-2010,16
3473,02-2010,18
3474,02-2010,13
3475,02-2010,11
3476,02-2010,13
3477,02-2010,11
3478,02-2010,13
3479,03-2010,10
3480,03-2010,12
3481,03-2010,9
3482,03-2010,8
3483,03-2010,7
3484,03-2010,10
3485,03-2010,20
3486,03-2010,8
3487,03-2010,7
3488,03-2010,6
3489,03-2010,12
3490,03-2010,11
3491,03-2010,11
3492,03-2010,8
3493,03-2010,4
3494,03-2010,14
3495,03-2010,7
3496,03-2010,13
3497,03-2010,12
3498,03-2010,10
3499,03-2010,12
3500,03-2010,16
3501,03-2010,18
3502,03-2010,16
3503,03-2010,12
3504,03-2010,7
3505,03-2010,17
3506,03-2010,18
3507,03-2010,8
3508,03-2010,10
3509,03-2010,15
3510,04-2010,8
3511,04-2010,4
3512,04-2010,9
3513,04-2010,13
3514,04-2010,14
3515,04-2010,17
3516,04-2010,16
3517,04-2010,14
3518,04-2010,9
3519,04-2010,15
3520,04-2010,11
3521,04-2010,15
3522,04-2010,18
3523,04-2010,12
3524,04-2010,20
3525,04-2010,3
3526,04-2010,10
3527,04-2010,7
3528,04-2010,12
3529,04-2010,16
3530,04-2010,7
3531,04-2010,14
3532,04-2010,14
3533,04-2010,12
3534,04-2010,9
3535,04-2010,9
3536,04-2010,10
3537,04-2010,6
3538,04-2010,11
3539,04-2010,8
3540,05-2010,9
3541,05-2010,13
3542,05-2010,10
3543,05-2010,17
3544,05-2010,8
3545,05-2010,9
3546,05-2010,12
3547,05-2010,18
3548,05-2010,12
3549,05-2010,25
3550,05-2010,16
3551,05-2010,19
3552,05-2010,21
3553,05-2010,16
3554,05-2010,18
3555,05-2010,15
3556,05-2010,12
3557,05-2010,15
3558,05-2010,32
3559,05-2010,19
3560,05-2010,14
3561,05-2010,16
3562,05-2010,12
3563,05-2010,10
3564,05-2010,15
3565,05-2010,12
3566,05-2010,24
3567,05-2010,8
3568,05-2010,10
3569,05-2010,6
3570,05-2010,7
3571,06-2010,15
3572,06-2010,5
3573,06-2010,8
3574,06-2010,6
3575,06-2010,10
3576,06-2010,10
3577,06-2010,14
3578,06-2010,16
3579,06-2010,5
3580,06-2010,7
3581,06-2010,10
3582,06-2010,28
3583,06-2010,12
3584,06-2010,13
3585,06-2010,6
3586,06-2010,12
3587,06-2010,11
3588,06-2010,11
3589,06-2010,17
3590,06-2010,11
3591,06-2010,7
3592,06-2010,16
3593,06-2010,13
3594,06-2010,15
3595,06-2010,9
3596,06-2010,13
3597,06-2010,20
3598,06-2010,16
3599,06-2010,10
3600,06-2010,16
3601,07-2010,18
3602,07-2010,9
3603,07-2010,6
3604,07-2010,13
3605,07-2010,8
3606,07-2010,12
3607,07-2010,24
3608,07-2010,22
3609,07-2010,6
3610,07-2010,11
3611,07-2010,24
3612,07-2010,13
3613,07-2010,13
3614,07-2010,14
3615,07-2010,17
3616,07-2010,11
3617,07-2010,12
3618,07-2010,15
3619,07-2010,12
3620,07-2010,14
3621,07-2010,13
3622,07-2010,10
3623,07-2010,14
3624,07-2010,9
3625,07-2010,12
3626,07-2010,11
3627,07-2010,10
3628,07-2010,8
3629,07-2010,12
3630,07-2010,8
3631,07-2010,6
3632,08-2010,6
3633,08-2010,13
3634,08-2010,12
3635,08-2010,11
3636,08-2010,19
3637,08-2010,7
3638,08-2010,17
3639,08-2010,21
3640,08-2010,10
3641,08-2010,13
3642,08-2010,9
3643,08-2010,9
3644,08-2010,12
3645,08-2010,9
3646,08-2010,15
3647,08-2010,12
3648,08-2010,18
3649,08-2010,13
3650,08-2010,11
3651,08-2010,2
3652,08-2010,13
3653,08-2010,19
3654,08-2010,16
3655,08-2010,12
3656,08-2010,33
3657,08-2010,13
3658,08-2010,6
3659,08-2010,9
3660,08-2010,8
3661,08-2010,10
3662,08-2010,11
3663,09-2010,18
3664,09-2010,15
3665,09-2010,10
3666,09-2010,18
3667,09-2010,34
3668,09-2010,17
3669,09-2010,22
3670,09-2010,16
3671,09-2010,19
3672,09-2010,6
3673,09-2010,6
3674,09-2010,11
3675,09-2010,13
3676,09-2010,17
3677,09-2010,18
3678,09-2010,24
3679,09-2010,7
3680,09-2010,72
3681,09-2010,24
3682,09-2010,16
3683,09-2010,14
3684,09-2010,20
3685,09-2010,12
3686,09-2010,10
3687,09-2010,9
3688,09-2010,20
3689,09-2010,8
3690,09-2010,9
3691,09-2010,12
3692,09-2010,14
3693,10-2010,9
3694,10-2010,7
3695,10-2010,15
3696,10-2010,21
3697,10-2010,14
3698,10-2010,8
3699,10-2010,15
3700,10-2010,7
3701,10-2010,18
3702,10-2010,6
3703,10-2010,15
3704,10-2010,6
3705,10-2010,14
3706,10-2010,16
3707,10-2010,1
3708,10-2010,7
3709,10-2010,10
3710,10-2010,9
3711,10-2010,15
3712,10-2010,9
3713,10-2010,11
3714,10-2010,19
3715,10-2010,7
3716,10-2010,9
3717,10-2010,21
3718,10-2010,12
3719,10-2010,17
3720,10-2010,14
3721,10-2010,7
3722,10-2010,7
3723,10-2010,10
3724,11-2010,21
3725,11-2010,35
3726,11-2010,18
3727,11-2010,13
3728,11-2010,10
3729,11-2010,9
3730,11-2010,20
3731,11-2010,22
3732,11-2010,17
3733,11-2010,23
3734,11-2010,18
3735,11-2010,6
3736,11-2010,6
3737,11-2010,13
3738,11-2010,17
3739,11-2010,9
3740,11-2010,7
3741,11-2010,11
3742,11-2010,13
3743,11-2010,18
3744,11-2010,14
3745,11-2010,21
3746,11-2010,11
3747,11-2010,12
3748,11-2010,10
3749,11-2010,9
3750,11-2010,10
3751,11-2010,21
3752,11-2010,15
3753,11-2010,14
3754,12-2010,12
3755,12-2010,13
3756,12-2010,13
3757,12-2010,10
3758,12-2010,5
3759,12-2010,10
3760,12-2010,17
3761,12-2010,13
3762,12-2010,12
3763,12-2010,6
3764,12-2010,12
3765,12-2010,8
3766,12-2010,11
3767,12-2010,20
3768,12-2010,9
3769,12-2010,20
3770,12-2010,10
3771,12-2010,9
3772,12-2010,9
3773,12-2010,11
3774,12-2010,16
3775,12-2010,13
3776,12-2010,15
3777,12-2010,20
3778,12-2010,7
3779,12-2010,6
3780,12-2010,12
3781,12-2010,6
3782,12-2010,10
3783,12-2010,19
3784,12-2010,5
3785,01-2011,4
3786,01-2011,7
3787,01-2011,9
3788,01-2011,18
3789,01-2011,4
3790,01-2011,16
3791,01-2011,9
3792,01-2011,15
3793,01-2011,13
3794,01-2011,16
3795,01-2011,17
3796,01-2011,15
3797,01-2011,14
3798,01-2011,11
3799,01-2011,16
3800,01-2011,12
3801,01-2011,16
3802,01-2011,12
3803,01-2011,9
3804,01-2011,14
3805,01-2011,7
3806,01-2011,2
3807,01-2011,18
3808,01-2011,15
3809,01-2011,16
3810,01-2011,20
3811,01-2011,13
3812,01-2011,11
3813,01-2011,10
3814,01-2011,5
3815,01-2011,16
3816,02-2011,17
3817,02-2011,24
3818,02-2011,18
3819,02-2011,14
3820,02-2011,11
3821,02-2011,12
3822,02-2011,22
3823,02-2011,9
3824,02-2011,12
3825,02-2011,18
3826,02-2011,10
3827,02-2011,7
3828,02-2011,14
3829,02-2011,6
3830,02-2011,11
3831,02-2011,9
3832,02-2011,23
3833,02-2011,6
3834,02-2011,12
3835,02-2011,8
3836,02-2011,10
3837,02-2011,8
3838,02-2011,12
3839,02-2011,8
3840,02-2011,11
3841,02-2011,16
3842,02-2011,11
3843,02-2011,13
3844,03-2011,26
3845,03-2011,16
3846,03-2011,11
3847,03-2011,6
3848,03-2011,13
3849,03-2011,8
3850,03-2011,8
3851,03-2011,13
3852,03-2011,19
3853,03-2011,15
3854,03-2011,15
3855,03-2011,7
3856,03-2011,13
3857,03-2011,23
3858,03-2011,19
3859,03-2011,5
3860,03-2011,14
3861,03-2011,5
3862,03-2011,15
3863,03-2011,13
3864,03-2011,17
3865,03-2011,17
3866,03-2011,17
3867,03-2011,13
3868,03-2011,11
3869,03-2011,8
3870,03-2011,21
3871,03-2011,22
3872,03-2011,14
3873,03-2011,9
3874,03-2011,12
3875,04-2011,10
3876,04-2011,10
3877,04-2011,8
3878,04-2011,15
3879,04-2011,17
3880,04-2011,11
3881,04-2011,12
3882,04-2011,18
3883,04-2011,18
3884,04-2011,18
3885,04-2011,17
3886,04-2011,21
3887,04-2011,8
3888,04-2011,18
3889,04-2011,10
3890,04-2011,18
3891,04-2011,16
3892,04-2011,19
3893,04-2011,13
3894,04-2011,21
3895,04-2011,8
3896,04-2011,15
3897,04-2011,8
3898,04-2011,7
3899,04-2011,8
3900,04-2011,21
3901,04-2011,16
3902,04-2011,11
3903,04-2011,10
3904,04-2011,7
3905,05-2011,12
3906,05-2011,11
3907,05-2011,15
3908,05-2011,14
3909,05-2011,10
3910,05-2011,16
3911,05-2011,15
3912,05-2011,22
3913,05-2011,14
3914,05-2011,15
3915,05-2011,14
3916,05-2011,14
3917,05-2011,5
3918,05-2011,15
3919,05-2011,21
3920,05-2011,19
3921,05-2011,16
3922,05-2011,10
3923,05-2011,15
3924,05-2011,15
3925,05-2011,14
3926,05-2011,19
3927,05-2011,10
3928,05-2011,11
3929,05-2011,17
3930,05-2011,10
3931,05-2011,10
3932,05-2011,6
3933,05-2011,13
3934,05-2011,11
3935,05-2011,13
3936,06-2011,22
3937,06-2011,14
3938,06-2011,14
3939,06-2011,6
3940,06-2011,14
3941,06-2011,19
3942,06-2011,15
3943,06-2011,14
3944,06-2011,8
3945,06-2011,11
3946,06-2011,12
3947,06-2011,8
3948,06-2011,12
3949,06-2011,9
3950,06-2011,5
3951,06-2011,21
3952,06-2011,5
3953,06-2011,6
3954,06-2011,8
3955,06-2011,16
3956,06-2011,9
3957,06-2011,18
3958,06-2011,11
3959,06-2011,13
3960,06-2011,9
3961,06-2011,14
3962,06-2011,8
3963,06-2011,8
3964,06-2011,11
3965,06-2011,14
3966,07-2011,9
3967,07-2011,13
3968,07-2011,17
3969,07-2011,21
3970,07-2011,17
3971,07-2011,14
3972,07-2011,14
3973,07-2011,11
3974,07-2011,9
3975,07-2011,11
3976,07-2011,11
3977,07-2011,19
3978,07-2011,15
3979,07-2011,8
3980,07-2011,9
3981,07-2011,8
3982,07-2011,4
3983,07-2011,8
3984,07-2011,10
3985,07-2011,9
3986,07-2011,16
3987,07-2011,19
3988,07-2011,12
3989,07-2011,6
3990,07-2011,14
3991,07-2011,9
3992,07-2011,13
3993,07-2011,10
3994,07-2011,13
3995,07-2011,9
3996,07-2011,9
3997,08-2011,11
3998,08-2011,12
3999,08-2011,7
4000,08-2011,10
4001,08-2011,6
4002,08-2011,4
4003,08-2011,11
4004,08-2011,7
4005,08-2011,1
4006,08-2011,10
4007,08-2011,10
4008,08-2011,9
4009,08-2011,9
4010,08-2011,14
4011,08-2011,23
4012,08-2011,11
4013,08-2011,12
4014,08-2011,20
4015,08-2011,8
4016,08-2011,10
4017,08-2011,12
4018,08-2011,10
4019,08-2011,6
4020,08-2011,28
4021,08-2011,16
4022,08-2011,7
4023,08-2011,11
4024,08-2011,15
4025,08-2011,3
4026,08-2011,4
4027,08-2011,2
4028,09-2011,6
4029,09-2011,4
4030,09-2011,3
4031,09-2011,10
4032,09-2011,12
4033,09-2011,12
4034,09-2011,20
4035,09-2011,4
4036,09-2011,4
4037,09-2011,10
4038,09-2011,9
4039,09-2011,15
4040,09-2011,13
4041,09-2011,13
4042,09-2011,9
4043,09-2011,12
4044,09-2011,5
4045,09-2011,6
4046,09-2011,11
4047,09-2011,14
4048,09-2011,11
4049,09-2011,8
4050,09-2011,19
4051,09-2011,3
4052,09-2011,14
4053,09-2011,11
4054,09-2011,25
4055,09-2011,12
4056,09-2011,9
4057,09-2011,8
4058,10-2011,16
4059,10-2011,14
4060,10-2011,13
4061,10-2011,10
4062,10-2011,8
4063,10-2011,11
4064,10-2011,13
4065,10-2011,7
4066,10-2011,11
4067,10-2011,15
4068,10-2011,10
4069,10-2011,13
4070,10-2011,9
4071,10-2011,12
4072,10-2011,10
4073,10-2011,7
4074,10-2011,11
4075,10-2011,16
4076,10-2011,11
4077,10-2011,7
4078,10-2011,4
4079,10-2011,11
4080,10-2011,13
4081,10-2011,14
4082,10-2011,30
4083,10-2011,17
4084,10-2011,14
4085,10-2011,7
4086,10-2011,12
4087,10-2011,16
4088,10-2011,13
4089,11-2011,16
4090,11-2011,19
4091,11-2011,16
4092,11-2011,20
4093,11-2011,23
4094,11-2011,14
4095,11-2011,18
4096,11-2011,17
4097,11-2011,17
4098,11-2011,14
4099,11-2011,12
4100,11-2011,20
4101,11-2011,13
4102,11-2011,28
4103,11-2011,21
4104,11-2011,35
4105,11-2011,14
4106,11-2011,14
4107,11-2011,13
4108,11-2011,24
4109,11-2011,14
4110,11-2011,16
4111,11-2011,9
4112,11-2011,21
4113,11-2011,21
4114,11-2011,18
4115,11-2011,24
4116,11-2011,20
4117,11-2011,15
4118,11-2011,12
4119,12-2011,10
4120,12-2011,15
4121,12-2011,9
4122,12-2011,12
4123,12-2011,26
4124,12-2011,29
4125,12-2011,16
4126,12-2011,9
4127,12-2011,13
4128,12-2011,24
4129,12-2011,10
4130,12-2011,10
4131,12-2011,10
4132,12-2011,9
4133,12-2011,9
4134,12-2011,8
4135,12-2011,8
4136,12-2011,9
4137,12-2011,12
4138,12-2011,8
4139,12-2011,14
4140,12-2011,21
4141,12-2011,7
4142,12-2011,7
4143,12-2011,14
4144,12-2011,3
4145,12-2011,11
4146,12-2011,5
4147,12-2011,9
4148,12-2011,10
4149,12-2011,4
4150,01-2012,20
4151,01-2012,14
4152,01-2012,32
4153,01-2012,22
4154,01-2012,22
4155,01-2012,29
4156,01-2012,14
4157,01-2012,25
4158,01-2012,16
4159,01-2012,27
4160,01-2012,20
4161,01-2012,18
4162,01-2012,15
4163,01-2012,12
4164,01-2012,16
4165,01-2012,18
4166,01-2012,20
4167,01-2012,18
4168,01-2012,24
4169,01-2012,27
4170,01-2012,18
4171,01-2012,13
4172,01-2012,19
4173,01-2012,22
4174,01-2012,11
4175,01-2012,26
4176,01-2012,11
4177,01-2012,20
4178,01-2012,10
4179,01-2012,13
4180,01-2012,16
4181,02-2012,16
4182,02-2012,14
4183,02-2012,14
4184,02-2012,15
4185,02-2012,11
4186,02-2012,10
4187,02-2012,20
4188,02-2012,14
4189,02-2012,14
4190,02-2012,14
4191,02-2012,19
4192,02-2012,9
4193,02-2012,12
4194,02-2012,12
4195,02-2012,12
4196,02-2012,15
4197,02-2012,13
4198,02-2012,5
4199,02-2012,22
4200,02-2012,8
4201,02-2012,23
4202,02-2012,7
4203,02-2012,44
4204,02-2012,14
4205,02-2012,21
4206,02-2012,18
4207,02-2012,12
4208,02-2012,31
4209,02-2012,19
4210,03-2012,21
4211,03-2012,11
4212,03-2012,26
4213,03-2012,15
4214,03-2012,14
4215,03-2012,24
4216,03-2012,34
4217,03-2012,11
4218,03-2012,19
4219,03-2012,11
4220,03-2012,16
4221,03-2012,12
4222,03-2012,20
4223,03-2012,19
4224,03-2012,16
4225,03-2012,12
4226,03-2012,17
4227,03-2012,20
4228,03-2012,14
4229,03-2012,36
4230,03-2012,22
4231,03-2012,18
4232,03-2012,14
4233,03-2012,16
4234,03-2012,13
4235,03-2012,11
4236,03-2012,6
4237,03-2012,14
4238,03-2012,8
4239,03-2012,19
4240,03-2012,21
4241,04-2012,12
4242,04-2012,18
4243,04-2012,16
4244,04-2012,32
4245,04-2012,22
4246,04-2012,14
4247,04-2012,12
4248,04-2012,12
4249,04-2012,20
4250,04-2012,13
4251,04-2012,16
4252,04-2012,18
4253,04-2012,19
4254,04-2012,31
4255,04-2012,37
4256,04-2012,15
4257,04-2012,16
4258,04-2012,17
4259,04-2012,51
4260,04-2012,9
4261,04-2012,20
4262,04-2012,19
4263,04-2012,7
4264,04-2012,21
4265,04-2012,19
4266,04-2012,19
4267,04-2012,26
4268,04-2012,16
4269,04-2012,19
4270,04-2012,27
4271,05-2012,12
4272,05-2012,45
4273,05-2012,20
4274,05-2012,22
4275,05-2012,17
4276,05-2012,13
4277,05-2012,17
4278,05-2012,23
4279,05-2012,16
4280,05-2012,24
4281,05-2012,48
4282,05-2012,15
4283,05-2012,37
4284,05-2012,39
4285,05-2012,25
4286,05-2012,29
4287,05-2012,27
4288,05-2012,19
4289,05-2012,22
4290,05-2012,19
4291,05-2012,18
4292,05-2012,29
4293,05-2012,22
4294,05-2012,16
4295,05-2012,15
4296,05-2012,16
